Subscriber ID,Show,Episodes Watched,Episode Length (m)
1040,Lost,1.02,45
1040,Pony,0.2,30
1040,Mad Men,0.36,45
1040,Weeds,0.17,30
1040,Lorax,0.13,30
1039,Walking Dead,3,40
1039,Lost,1.2,45
1039,Weeds,0.3,30
1039,Mad Men,0.49,45
1039,Lorax,0.17,30
1039,Pony,0.07,30
1038,Walking Dead,2.5,40
1038,Lost,0.51,45
1038,Weeds,0.2,30
1038,Pony,0.2,30
1038,Lorax,0.17,30
1038,Mad Men,0.27,45
1037,Walking Dead,3.1,40
1037,Lost,1.27,45
1037,Pony,0.27,30
1037,Lorax,0.23,30
1037,Weeds,0.17,30
1037,Mad Men,0.18,45
1036,Walking Dead,3.27,40
1036,Lost,1.38,45
1036,Weeds,0.23,30
1036,Lorax,0.13,30
1036,Mad Men,0.22,45
1036,Pony,0.03,30
1035,Walking Dead,2.68,40
1035,Lost,0.67,45
1035,Lorax,0.2,30
1035,Pony,0.17,30
1035,Weeds,0.07,30
1035,Mad Men,0,45
1034,Walking Dead,3.03,40
1034,Lost,1.09,45
1034,Weeds,0.13,30
1034,Mad Men,0.22,45
1034,Pony,0.07,30
1034,Lorax,0.07,30
1033,Walking Dead,3.22,40
1033,Lost,1.36,45
1033,Pony,0.17,30
1033,Lorax,0.07,30
1033,Mad Men,0.04,45
1033,Weeds,0,30
1032,Walking Dead,3.22,40
1032,Lost,1.44,45
1032,Pony,0.17,30
1032,Lorax,0.13,30
1032,Mad Men,0.18,45
1032,Weeds,0.07,30
1031,Walking Dead,3.02,40
1031,Lost,1.13,45
1031,Pony,0.2,30
1031,Lorax,0.13,30
1031,Weeds,0.1,30
1031,Mad Men,0.04,45
1030,Walking Dead,2.47,40
1030,Lost,0.67,45
1030,Weeds,0.13,30
1030,Mad Men,0.22,45
1030,Pony,0.07,30
1030,Lorax,0.07,30
1029,Walking Dead,2.57,40
1029,Lost,0.56,45
1029,Weeds,0.1,30
1029,Pony,0.1,30
1029,Lorax,0.1,30
1029,Mad Men,0,45
1028,Walking Dead,3.12,40
1028,Lost,1.44,45
1028,Weeds,0.37,30
1028,Mad Men,0.53,45
1028,Pony,0.03,30
1028,Lorax,0.03,30
1027,Walking Dead,3,40
1027,Lost,1.24,45
1027,Weeds,0.23,30
1027,Pony,0.2,30
1027,Mad Men,0.36,45
1027,Lorax,0.13,30
1026,Walking Dead,3.3,40
1026,Lost,1.42,45
1026,Weeds,0.17,30
1026,Pony,0.17,30
1026,Mad Men,0.22,45
1026,Lorax,0.07,30
1025,Walking Dead,2.63,40
1025,Lost,0.8,45
1025,Weeds,0.27,30
1025,Mad Men,0.49,45
1025,Pony,0.1,30
1025,Lorax,0.1,30
1024,Walking Dead,2.82,40
1024,Lost,0.93,45
1024,Pony,0.03,30
1024,Mad Men,0,45
1024,Weeds,0,30
1024,Lorax,0,30
1023,Walking Dead,3.12,40
1023,Lost,1.13,45
1023,Pony,0.23,30
1023,Lorax,0.1,30
1023,Weeds,0.07,30
1023,Mad Men,0,45
1022,Walking Dead,3.48,40
1022,Lost,1.56,45
1022,Lorax,0.13,30
1022,Weeds,0.1,30
1022,Mad Men,0.13,45
1022,Pony,0.07,30
1021,Walking Dead,3.25,40
1021,Lost,1.42,45
1021,Weeds,0.13,30
1021,Pony,0.1,30
1021,Lorax,0.1,30
1021,Mad Men,0.18,45
1020,Walking Dead,3.53,40
1020,Lost,1.76,45
1020,Pony,0.13,30
1020,Lorax,0.13,30
1020,Weeds,0.03,30
1020,Mad Men,0.04,45
1019,Walking Dead,3.18,40
1019,Lost,1.31,45
1019,Weeds,0.3,30
1019,Mad Men,0.49,45
1019,Lorax,0.23,30
1019,Pony,0.1,30
1018,Walking Dead,2.83,40
1018,Lost,0.93,45
1018,Weeds,0.2,30
1018,Mad Men,0.36,45
1018,Lorax,0.13,30
1018,Pony,0.07,30
1017,Walking Dead,2.82,40
1017,Lost,1.04,45
1017,Mad Men,0.67,45
1017,Weeds,0.33,30
1017,Pony,0.1,30
1017,Lorax,0.07,30
1016,Walking Dead,3.13,40
1016,Lost,1.36,45
1016,Pony,0.17,30
1016,Lorax,0.17,30
1016,Weeds,0.03,30
1016,Mad Men,0,45
1015,Walking Dead,2.8,40
1015,Lost,0.96,45
1015,Mad Men,0.67,45
1015,Weeds,0.33,30
1015,Pony,0.1,30
1015,Lorax,0.07,30
1014,Walking Dead,3.28,40
1014,Lost,1.38,45
1014,Lorax,0.2,30
1014,Weeds,0.1,30
1014,Pony,0.07,30
1014,Mad Men,0,45
1013,Walking Dead,3.18,40
1013,Lost,1.36,45
1013,Mad Men,0.49,45
1013,Weeds,0.23,30
1013,Pony,0.1,30
1013,Lorax,0.1,30
1012,Walking Dead,2.98,40
1012,Lost,1.16,45
1012,Weeds,0.43,30
1012,Mad Men,0.44,45
1012,Lorax,0.07,30
1012,Pony,0.03,30
1011,Walking Dead,3.15,40
1011,Lost,1.4,45
1011,Mad Men,0.44,45
1011,Weeds,0.2,30
1011,Pony,0.17,30
1011,Lorax,0.17,30
1010,Walking Dead,3.22,40
1010,Lost,1.33,45
1010,Weeds,0.3,30
1010,Mad Men,0.36,45
1010,Lorax,0.03,30
1010,Pony,0,30
1009,Walking Dead,3.08,40
1009,Lost,1.16,45
1009,Weeds,0.23,30
1009,Pony,0.17,30
1009,Lorax,0.17,30
1009,Mad Men,0.18,45
1008,Walking Dead,3.17,40
1008,Lost,1.29,45
1008,Mad Men,0.53,45
1008,Weeds,0.27,30
1008,Pony,0.13,30
1008,Lorax,0.1,30
1007,Walking Dead,3.05,40
1007,Lost,1.09,45
1007,Mad Men,0.18,45
1007,Weeds,0.07,30
1007,Lorax,0.07,30
1007,Pony,0.03,30
1006,Walking Dead,2.75,40
1006,Lost,0.87,45
1006,Weeds,0.37,30
1006,Mad Men,0.53,45
1006,Pony,0.13,30
1006,Lorax,0.13,30
1005,Walking Dead,3.02,40
1005,Lost,1.2,45
1005,Mad Men,0.36,45
1005,Weeds,0.17,30
1005,Pony,0.07,30
1005,Lorax,0.03,30
1004,Walking Dead,2.82,40
1004,Lost,1.07,45
1004,Mad Men,0.31,45
1004,Weeds,0.13,30
1004,Lorax,0.1,30
1004,Pony,0.07,30
1003,Walking Dead,2.73,40
1003,Lost,0.93,45
1003,Lorax,0.27,30
1003,Weeds,0.13,30
1003,Pony,0.13,30
1003,Mad Men,0.09,45
1002,Walking Dead,3.17,40
1002,Lost,1.24,45
1002,Weeds,0.23,30
1002,Lorax,0.2,30
1002,Mad Men,0.36,45
1002,Pony,0.13,30
1001,Walking Dead,2.87,40
1001,Lost,1.02,45
1001,Pony,0.13,30
1001,Weeds,0.1,30
1001,Mad Men,0.18,45
1001,Lorax,0.07,30
1000,Walking Dead,3.28,40
1000,Lost,1.56,45
1000,Weeds,0.43,30
1000,Mad Men,0.71,45
1000,Lorax,0.17,30
1000,Pony,0.03,30
999,Walking Dead,3.2,40
999,Lost,1.51,45
999,Weeds,0.23,30
999,Mad Men,0.44,45
999,Lorax,0.1,30
999,Pony,0.07,30
998,Walking Dead,2.55,40
998,Lost,0.58,45
998,Mad Men,0.67,45
998,Weeds,0.33,30
998,Lorax,0.13,30
998,Pony,0.1,30
997,Walking Dead,3.07,40
997,Lost,1.13,45
997,Pony,0.17,30
997,Lorax,0.13,30
997,Weeds,0.03,30
997,Mad Men,0,45
996,Walking Dead,3.32,40
996,Lost,1.47,45
996,Weeds,0.13,30
996,Pony,0.07,30
996,Lorax,0.07,30
996,Mad Men,0,45
995,Walking Dead,2.98,40
995,Lost,1.2,45
995,Weeds,0.07,30
995,Pony,0.03,30
995,Lorax,0.03,30
995,Mad Men,0,45
994,Walking Dead,3.07,40
994,Lost,1.31,45
994,Weeds,0.23,30
994,Mad Men,0.36,45
994,Pony,0.13,30
994,Lorax,0.1,30
993,Walking Dead,2.77,40
993,Lost,0.82,45
993,Weeds,0.13,30
993,Pony,0.13,30
993,Lorax,0.13,30
993,Mad Men,0.13,45
992,Walking Dead,3.22,40
992,Lost,1.4,45
992,Pony,0.13,30
992,Lorax,0.13,30
992,Mad Men,0,45
992,Weeds,0,30
991,Walking Dead,3.18,40
991,Lost,1.27,45
991,Weeds,0.27,30
991,Lorax,0.23,30
991,Pony,0.2,30
991,Mad Men,0.36,45
990,Walking Dead,3.27,40
990,Lost,1.36,45
990,Weeds,0.23,30
990,Pony,0.23,30
990,Mad Men,0.31,45
990,Lorax,0.13,30
989,Walking Dead,3.18,40
989,Lost,1.24,45
989,Weeds,0.23,30
989,Mad Men,0.27,45
989,Lorax,0.1,30
989,Pony,0.07,30
988,Walking Dead,2.82,40
988,Lost,0.87,45
988,Lorax,0.17,30
988,Weeds,0.1,30
988,Pony,0.1,30
988,Mad Men,0,45
987,Walking Dead,3.62,40
987,Lost,1.76,45
987,Lorax,0.07,30
987,Weeds,0.03,30
987,Pony,0.03,30
987,Mad Men,0,45
986,Walking Dead,2.68,40
986,Lost,0.78,45
986,Weeds,0.4,30
986,Mad Men,0.53,45
986,Pony,0.13,30
986,Lorax,0.13,30
985,Walking Dead,3,40
985,Lost,1.24,45
985,Weeds,0.2,30
985,Mad Men,0.36,45
985,Pony,0.1,30
985,Lorax,0.03,30
984,Walking Dead,2.9,40
984,Lost,0.96,45
984,Weeds,0.23,30
984,Mad Men,0.44,45
984,Pony,0.07,30
984,Lorax,0.07,30
983,Walking Dead,2.63,40
983,Lost,0.87,45
983,Weeds,0.5,30
983,Mad Men,0.98,45
983,Lorax,0.13,30
983,Pony,0.1,30
982,Walking Dead,2.78,40
982,Lost,0.98,45
982,Pony,0.23,30
982,Lorax,0.17,30
982,Weeds,0.1,30
982,Mad Men,0.13,45
981,Walking Dead,3.1,40
981,Lost,1.11,45
981,Weeds,0.13,30
981,Pony,0.13,30
981,Lorax,0.1,30
981,Mad Men,0.13,45
980,Walking Dead,3.15,40
980,Lost,1.2,45
980,Weeds,0.2,30
980,Mad Men,0.31,45
980,Lorax,0.1,30
980,Pony,0.07,30
979,Walking Dead,3.22,40
979,Lost,1.4,45
979,Weeds,0.23,30
979,Mad Men,0.44,45
979,Pony,0.17,30
979,Lorax,0.13,30
978,Walking Dead,2.77,40
978,Lost,0.96,45
978,Weeds,0.17,30
978,Pony,0.17,30
978,Mad Men,0.22,45
978,Lorax,0.1,30
977,Walking Dead,3.43,40
977,Lost,1.78,45
977,Pony,0.23,30
977,Lorax,0.17,30
977,Weeds,0.03,30
977,Mad Men,0,45
976,Walking Dead,2.9,40
976,Lost,1.11,45
976,Pony,0.27,30
976,Lorax,0.27,30
976,Weeds,0.23,30
976,Mad Men,0.44,45
975,Walking Dead,3.05,40
975,Lost,1.16,45
975,Weeds,0.27,30
975,Mad Men,0.49,45
975,Pony,0.17,30
975,Lorax,0.07,30
974,Walking Dead,3.23,40
974,Lost,1.29,45
974,Weeds,0.17,30
974,Mad Men,0.27,45
974,Lorax,0.13,30
974,Pony,0.1,30
973,Walking Dead,3.07,40
973,Lost,1.18,45
973,Weeds,0.1,30
973,Pony,0.07,30
973,Lorax,0.07,30
973,Mad Men,0,45
972,Walking Dead,3.33,40
972,Lost,1.47,45
972,Weeds,0.17,30
972,Mad Men,0.22,45
972,Pony,0.1,30
972,Lorax,0.07,30
971,Walking Dead,2.53,40
971,Lost,0.62,45
971,Mad Men,0.71,45
971,Weeds,0.33,30
971,Pony,0.07,30
971,Lorax,0.07,30
970,Walking Dead,2.92,40
970,Lost,1.07,45
970,Pony,0.17,30
970,Mad Men,0.27,45
970,Weeds,0.13,30
970,Lorax,0.1,30
969,Walking Dead,3.35,40
969,Lost,1.64,45
969,Weeds,0.17,30
969,Lorax,0.17,30
969,Mad Men,0.31,45
969,Pony,0.13,30
968,Walking Dead,2.88,40
968,Lost,1.09,45
968,Mad Men,0.27,45
968,Weeds,0.13,30
968,Pony,0.13,30
968,Lorax,0.13,30
967,Walking Dead,2.68,40
967,Lost,0.87,45
967,Weeds,0.43,30
967,Mad Men,0.76,45
967,Pony,0.2,30
967,Lorax,0.17,30
966,Walking Dead,3.02,40
966,Lost,1.16,45
966,Weeds,0.3,30
966,Mad Men,0.4,45
966,Pony,0.17,30
966,Lorax,0.13,30
965,Walking Dead,3.48,40
965,Lost,1.58,45
965,Pony,0.17,30
965,Lorax,0.07,30
965,Weeds,0.03,30
965,Mad Men,0,45
964,Walking Dead,2.92,40
964,Lost,1.09,45
964,Mad Men,0.31,45
964,Weeds,0.13,30
964,Pony,0.13,30
964,Lorax,0.13,30
963,Walking Dead,2.95,40
963,Lost,1.2,45
963,Weeds,0.17,30
963,Pony,0.13,30
963,Lorax,0.1,30
963,Mad Men,0.18,45
962,Walking Dead,2.97,40
962,Lost,1.04,45
962,Pony,0.1,30
962,Lorax,0.1,30
962,Weeds,0.07,30
962,Mad Men,0,45
961,Walking Dead,3.12,40
961,Lost,1.47,45
961,Pony,0.17,30
961,Lorax,0.17,30
961,Weeds,0.07,30
961,Mad Men,0.09,45
960,Walking Dead,2.75,40
960,Lost,0.84,45
960,Weeds,0.13,30
960,Pony,0.13,30
960,Lorax,0.1,30
960,Mad Men,0.13,45
959,Walking Dead,3.43,40
959,Lost,1.8,45
959,Weeds,0.27,30
959,Mad Men,0.49,45
959,Lorax,0.07,30
959,Pony,0.03,30
958,Walking Dead,3.12,40
958,Lost,1.2,45
958,Lorax,0.17,30
958,Pony,0.13,30
958,Mad Men,0,45
958,Weeds,0,30
957,Walking Dead,2.72,40
957,Lost,1,45
957,Lorax,0.23,30
957,Mad Men,0.4,45
957,Weeds,0.17,30
957,Pony,0.07,30
956,Walking Dead,2.6,40
956,Lost,0.62,45
956,Weeds,0.17,30
956,Pony,0.17,30
956,Lorax,0.17,30
956,Mad Men,0.31,45
955,Walking Dead,3.03,40
955,Lost,1.09,45
955,Weeds,0.1,30
955,Pony,0.07,30
955,Mad Men,0.09,45
955,Lorax,0.03,30
954,Walking Dead,2.77,40
954,Lost,0.96,45
954,Weeds,0.37,30
954,Mad Men,0.53,45
954,Lorax,0.27,30
954,Pony,0.17,30
953,Walking Dead,2.93,40
953,Lost,1.04,45
953,Lorax,0.27,30
953,Mad Men,0.27,45
953,Weeds,0.13,30
953,Pony,0.13,30
952,Walking Dead,2.87,40
952,Lost,1.16,45
952,Mad Men,0.71,45
952,Weeds,0.3,30
952,Pony,0.1,30
952,Lorax,0.1,30
951,Walking Dead,3.5,40
951,Lost,1.6,45
951,Lorax,0.1,30
951,Pony,0.07,30
951,Mad Men,0,45
951,Weeds,0,30
950,Walking Dead,2.9,40
950,Lost,0.89,45
950,Weeds,0.13,30
950,Mad Men,0.22,45
950,Pony,0.1,30
950,Lorax,0.1,30
949,Walking Dead,3.07,40
949,Lost,1.24,45
949,Weeds,0.17,30
949,Mad Men,0.22,45
949,Lorax,0.07,30
949,Pony,0.03,30
948,Walking Dead,3.05,40
948,Lost,1.16,45
948,Mad Men,0.4,45
948,Weeds,0.2,30
948,Lorax,0.03,30
948,Pony,0,30
947,Walking Dead,2.93,40
947,Lost,1.07,45
947,Pony,0.17,30
947,Weeds,0.13,30
947,Lorax,0.13,30
947,Mad Men,0.13,45
946,Walking Dead,3.15,40
946,Lost,1.24,45
946,Weeds,0.07,30
946,Pony,0.07,30
946,Lorax,0.07,30
946,Mad Men,0,45
945,Walking Dead,2.7,40
945,Lost,0.73,45
945,Pony,0.17,30
945,Lorax,0.13,30
945,Weeds,0.1,30
945,Mad Men,0,45
944,Walking Dead,3.08,40
944,Lost,1.24,45
944,Weeds,0.23,30
944,Pony,0.13,30
944,Lorax,0.13,30
944,Mad Men,0.22,45
943,Walking Dead,2.97,40
943,Lost,1.09,45
943,Weeds,0.3,30
943,Pony,0.2,30
943,Mad Men,0.36,45
943,Lorax,0.13,30
942,Walking Dead,2.9,40
942,Lost,1.02,45
942,Pony,0.1,30
942,Lorax,0.1,30
942,Weeds,0.07,30
942,Mad Men,0,45
941,Walking Dead,3.27,40
941,Lost,1.33,45
941,Pony,0.1,30
941,Lorax,0.1,30
941,Weeds,0.03,30
941,Mad Men,0,45
940,Walking Dead,2.97,40
940,Lost,1.13,45
940,Pony,0.2,30
940,Lorax,0.17,30
940,Weeds,0.1,30
940,Mad Men,0.04,45
939,Walking Dead,2.83,40
939,Lost,1.02,45
939,Weeds,0.2,30
939,Mad Men,0.36,45
939,Pony,0.1,30
939,Lorax,0.1,30
938,Walking Dead,3.28,40
938,Lost,1.47,45
938,Pony,0.1,30
938,Weeds,0.03,30
938,Lorax,0.03,30
938,Mad Men,0,45
937,Walking Dead,3.15,40
937,Lost,1.22,45
937,Weeds,0.03,30
937,Pony,0.03,30
937,Lorax,0.03,30
937,Mad Men,0,45
936,Walking Dead,3.47,40
936,Lost,1.76,45
936,Mad Men,0.62,45
936,Weeds,0.3,30
936,Pony,0.13,30
936,Lorax,0.13,30
935,Walking Dead,2.97,40
935,Lost,1.11,45
935,Weeds,0.33,30
935,Mad Men,0.58,45
935,Lorax,0.2,30
935,Pony,0.13,30
934,Walking Dead,2.88,40
934,Lost,0.98,45
934,Weeds,0.07,30
934,Pony,0.07,30
934,Lorax,0.07,30
934,Mad Men,0,45
933,Walking Dead,3.07,40
933,Lost,1.2,45
933,Pony,0.27,30
933,Lorax,0.2,30
933,Weeds,0.07,30
933,Mad Men,0.09,45
932,Walking Dead,3.02,40
932,Lost,1.2,45
932,Pony,0.2,30
932,Lorax,0.13,30
932,Mad Men,0,45
932,Weeds,0,30
931,Walking Dead,2.75,40
931,Lost,0.96,45
931,Weeds,0.27,30
931,Mad Men,0.49,45
931,Pony,0.1,30
931,Lorax,0.1,30
930,Walking Dead,2.97,40
930,Lost,1.09,45
930,Weeds,0.17,30
930,Pony,0.17,30
930,Mad Men,0.27,45
930,Lorax,0.1,30
929,Walking Dead,2.78,40
929,Lost,0.91,45
929,Mad Men,0.53,45
929,Weeds,0.23,30
929,Lorax,0.17,30
929,Pony,0.1,30
928,Walking Dead,2.6,40
928,Lost,0.76,45
928,Weeds,0.23,30
928,Mad Men,0.36,45
928,Lorax,0.1,30
928,Pony,0.03,30
927,Walking Dead,2.67,40
927,Lost,0.76,45
927,Pony,0.3,30
927,Lorax,0.17,30
927,Weeds,0.13,30
927,Mad Men,0.18,45
926,Walking Dead,2.97,40
926,Lost,1.13,45
926,Pony,0.37,30
926,Lorax,0.23,30
926,Weeds,0.03,30
926,Mad Men,0,45
925,Walking Dead,2.72,40
925,Lost,0.84,45
925,Mad Men,0.93,45
925,Weeds,0.4,30
925,Pony,0.1,30
925,Lorax,0.03,30
924,Walking Dead,3.17,40
924,Lost,1.31,45
924,Weeds,0.07,30
924,Lorax,0.07,30
924,Mad Men,0,45
924,Pony,0,30
923,Walking Dead,3.12,40
923,Lost,1.29,45
923,Weeds,0.13,30
923,Pony,0.13,30
923,Lorax,0.13,30
923,Mad Men,0.18,45
922,Walking Dead,2.73,40
922,Lost,0.96,45
922,Weeds,0.23,30
922,Mad Men,0.27,45
922,Pony,0.13,30
922,Lorax,0.13,30
921,Walking Dead,2.93,40
921,Lost,1.09,45
921,Weeds,0.3,30
921,Mad Men,0.53,45
921,Lorax,0.17,30
921,Pony,0.07,30
920,Walking Dead,2.65,40
920,Lost,0.87,45
920,Mad Men,0.62,45
920,Weeds,0.27,30
920,Lorax,0.2,30
920,Pony,0.17,30
919,Walking Dead,2.73,40
919,Lost,0.87,45
919,Weeds,0.47,30
919,Mad Men,0.8,45
919,Lorax,0.17,30
919,Pony,0.1,30
918,Walking Dead,2.68,40
918,Lost,0.78,45
918,Mad Men,0.76,45
918,Weeds,0.37,30
918,Pony,0.17,30
918,Lorax,0.1,30
917,Walking Dead,3.2,40
917,Lost,1.38,45
917,Lorax,0.2,30
917,Weeds,0.17,30
917,Mad Men,0.31,45
917,Pony,0.07,30
916,Walking Dead,3.25,40
916,Lost,1.42,45
916,Weeds,0.13,30
916,Mad Men,0.22,45
916,Pony,0.1,30
916,Lorax,0.03,30
915,Walking Dead,3,40
915,Lost,1.29,45
915,Pony,0.23,30
915,Lorax,0.2,30
915,Mad Men,0.27,45
915,Weeds,0.13,30
914,Walking Dead,3.18,40
914,Lost,1.29,45
914,Mad Men,0.31,45
914,Weeds,0.13,30
914,Pony,0.03,30
914,Lorax,0,30
913,Walking Dead,3.07,40
913,Lost,1.16,45
913,Pony,0.2,30
913,Lorax,0.2,30
913,Weeds,0.13,30
913,Mad Men,0.22,45
912,Walking Dead,2.68,40
912,Lost,0.89,45
912,Weeds,0.27,30
912,Mad Men,0.4,45
912,Pony,0.07,30
912,Lorax,0.07,30
911,Walking Dead,2.98,40
911,Lost,1.13,45
911,Weeds,0.27,30
911,Mad Men,0.49,45
911,Lorax,0.1,30
911,Pony,0.07,30
910,Walking Dead,3.32,40
910,Lost,1.51,45
910,Pony,0.2,30
910,Lorax,0.13,30
910,Weeds,0.1,30
910,Mad Men,0,45
909,Walking Dead,2.73,40
909,Lost,0.84,45
909,Weeds,0.3,30
909,Mad Men,0.4,45
909,Pony,0.1,30
909,Lorax,0.07,30
908,Walking Dead,2.68,40
908,Lost,0.84,45
908,Weeds,0.17,30
908,Lorax,0.13,30
908,Pony,0.1,30
908,Mad Men,0.18,45
907,Walking Dead,2.8,40
907,Lost,0.98,45
907,Weeds,0.27,30
907,Mad Men,0.44,45
907,Lorax,0.17,30
907,Pony,0.07,30
906,Walking Dead,2.77,40
906,Lost,0.98,45
906,Lorax,0.17,30
906,Mad Men,0.27,45
906,Weeds,0.13,30
906,Pony,0.13,30
905,Walking Dead,2.67,40
905,Lost,0.89,45
905,Pony,0.13,30
905,Lorax,0.13,30
905,Weeds,0.1,30
905,Mad Men,0.18,45
904,Walking Dead,3.3,40
904,Lost,1.4,45
904,Weeds,0.2,30
904,Mad Men,0.36,45
904,Pony,0.13,30
904,Lorax,0.13,30
903,Walking Dead,2.82,40
903,Lost,0.91,45
903,Pony,0.17,30
903,Lorax,0.1,30
903,Weeds,0.07,30
903,Mad Men,0,45
902,Walking Dead,3.08,40
902,Lost,1.4,45
902,Weeds,0.37,30
902,Mad Men,0.49,45
902,Lorax,0.1,30
902,Pony,0.07,30
901,Walking Dead,3.15,40
901,Lost,1.22,45
901,Pony,0.17,30
901,Weeds,0.1,30
901,Lorax,0.1,30
901,Mad Men,0.13,45
900,Walking Dead,3.28,40
900,Lost,1.4,45
900,Pony,0.13,30
900,Lorax,0.13,30
900,Mad Men,0.13,45
900,Weeds,0.07,30
899,Walking Dead,3.2,40
899,Lost,1.44,45
899,Weeds,0.27,30
899,Pony,0.2,30
899,Mad Men,0.36,45
899,Lorax,0.13,30
898,Walking Dead,2.77,40
898,Lost,0.73,45
898,Pony,0.1,30
898,Mad Men,0.13,45
898,Weeds,0.07,30
898,Lorax,0.07,30
897,Walking Dead,2.78,40
897,Lost,0.8,45
897,Pony,0.2,30
897,Lorax,0.17,30
897,Weeds,0.1,30
897,Mad Men,0.18,45
896,Walking Dead,2.77,40
896,Lost,0.78,45
896,Lorax,0.13,30
896,Pony,0.1,30
896,Weeds,0.03,30
896,Mad Men,0,45
895,Walking Dead,3.05,40
895,Lost,1.2,45
895,Weeds,0.2,30
895,Pony,0.17,30
895,Lorax,0.17,30
895,Mad Men,0.31,45
894,Walking Dead,3.3,40
894,Lost,1.49,45
894,Weeds,0.03,30
894,Pony,0.03,30
894,Lorax,0.03,30
894,Mad Men,0,45
893,Walking Dead,3.08,40
893,Lost,1.31,45
893,Weeds,0.3,30
893,Lorax,0.23,30
893,Pony,0.2,30
893,Mad Men,0.31,45
892,Walking Dead,2.97,40
892,Lost,1.11,45
892,Pony,0.23,30
892,Lorax,0.2,30
892,Weeds,0.1,30
892,Mad Men,0.13,45
891,Walking Dead,2.72,40
891,Lost,0.84,45
891,Weeds,0.2,30
891,Mad Men,0.36,45
891,Pony,0.13,30
891,Lorax,0.07,30
890,Walking Dead,2.85,40
890,Lost,1.07,45
890,Weeds,0.2,30
890,Mad Men,0.36,45
890,Pony,0.17,30
890,Lorax,0.1,30
889,Walking Dead,3,40
889,Lost,1.16,45
889,Weeds,0.2,30
889,Mad Men,0.36,45
889,Pony,0.13,30
889,Lorax,0.1,30
888,Walking Dead,3.05,40
888,Lost,1.24,45
888,Weeds,0.17,30
888,Pony,0.07,30
888,Mad Men,0.09,45
888,Lorax,0.03,30
887,Walking Dead,3.4,40
887,Lost,1.51,45
887,Pony,0.13,30
887,Lorax,0.1,30
887,Weeds,0.07,30
887,Mad Men,0,45
886,Walking Dead,3.1,40
886,Lost,1.22,45
886,Weeds,0.23,30
886,Lorax,0.17,30
886,Mad Men,0.31,45
886,Pony,0,30
885,Walking Dead,3.28,40
885,Lost,1.47,45
885,Lorax,0.1,30
885,Weeds,0.07,30
885,Pony,0.07,30
885,Mad Men,0,45
884,Walking Dead,3.5,40
884,Lost,1.56,45
884,Lorax,0.2,30
884,Pony,0.13,30
884,Weeds,0.07,30
884,Mad Men,0,45
883,Walking Dead,2.95,40
883,Lost,1.11,45
883,Pony,0.23,30
883,Weeds,0.13,30
883,Lorax,0.1,30
883,Mad Men,0.13,45
882,Walking Dead,3.4,40
882,Lost,1.64,45
882,Pony,0.17,30
882,Weeds,0.1,30
882,Lorax,0.1,30
882,Mad Men,0.13,45
881,Walking Dead,3.05,40
881,Lost,1.29,45
881,Mad Men,0.71,45
881,Weeds,0.3,30
881,Pony,0.23,30
881,Lorax,0.13,30
880,Walking Dead,3.22,40
880,Lost,1.33,45
880,Weeds,0.23,30
880,Mad Men,0.31,45
880,Pony,0.07,30
880,Lorax,0.07,30
879,Walking Dead,2.88,40
879,Lost,1.02,45
879,Weeds,0.3,30
879,Pony,0.17,30
879,Mad Men,0.22,45
879,Lorax,0.1,30
878,Walking Dead,2.72,40
878,Lost,0.82,45
878,Weeds,0.17,30
878,Pony,0.17,30
878,Lorax,0.13,30
878,Mad Men,0.22,45
877,Walking Dead,3.27,40
877,Lost,1.51,45
877,Weeds,0.2,30
877,Pony,0.13,30
877,Mad Men,0.22,45
877,Lorax,0.1,30
876,Walking Dead,2.82,40
876,Lost,0.93,45
876,Weeds,0.17,30
876,Mad Men,0.27,45
876,Pony,0.1,30
876,Lorax,0.1,30
875,Walking Dead,2.77,40
875,Lost,0.82,45
875,Weeds,0.23,30
875,Mad Men,0.44,45
875,Pony,0.07,30
875,Lorax,0.03,30
874,Walking Dead,3.12,40
874,Lost,1.09,45
874,Pony,0.17,30
874,Lorax,0.13,30
874,Weeds,0.07,30
874,Mad Men,0,45
873,Walking Dead,3.35,40
873,Lost,1.58,45
873,Weeds,0.2,30
873,Lorax,0.17,30
873,Mad Men,0.31,45
873,Pony,0.1,30
872,Walking Dead,3.12,40
872,Lost,1.31,45
872,Pony,0.23,30
872,Lorax,0.17,30
872,Mad Men,0.27,45
872,Weeds,0.13,30
871,Walking Dead,2.8,40
871,Lost,0.96,45
871,Weeds,0.17,30
871,Lorax,0.17,30
871,Mad Men,0.27,45
871,Pony,0.07,30
870,Walking Dead,3.13,40
870,Lost,1.33,45
870,Weeds,0.33,30
870,Mad Men,0.62,45
870,Pony,0.13,30
870,Lorax,0.1,30
869,Walking Dead,3.02,40
869,Lost,1.29,45
869,Weeds,0.2,30
869,Mad Men,0.36,45
869,Pony,0.13,30
869,Lorax,0.13,30
868,Walking Dead,2.98,40
868,Lost,0.98,45
868,Pony,0.1,30
868,Weeds,0.07,30
868,Lorax,0.03,30
868,Mad Men,0.04,45
867,Walking Dead,2.92,40
867,Lost,1.09,45
867,Weeds,0.23,30
867,Mad Men,0.44,45
867,Pony,0.1,30
867,Lorax,0.03,30
866,Walking Dead,2.88,40
866,Lost,1.02,45
866,Pony,0.17,30
866,Weeds,0.13,30
866,Lorax,0.13,30
866,Mad Men,0,45
865,Walking Dead,2.62,40
865,Lost,0.8,45
